0,10.694,11.852,11.621,10.175,12.135,10.011,9.4426,11.239,16.784,13.291,8.9842,12.195,11.194,9.6898,10.037,10.945,10.357,11.649,9.8605,9.3765,11.004,11.044,10.325,10.97,11.865,11.955,8.4928,9.1482,9.3739,12.073,16.118,12.611,9.8685,12.567,12.74,11.831,18.207,13.487,11.465,10.6,11.169,9.9352,11.274,13.725,14.385,11.737,14.354,11.998,11.653,12.298,14.228,10.889,13.915
10.694,0,8.0933,7.7071,10.666,11.175,11.649,9.3153,11.761,17.975,9.3508,9.8305,12.126,7.9663,10.526,10.216,11.041,13.106,11.438,11.574,9.4719,13.077,10.692,9.8977,11.615,11.689,12.728,9.6909,7.5649,9.2625,9.4191,16.816,14.558,11.369,11.105,13.642,12.821,18.565,11.229,12.523,10.818,12.488,9.7003,12.734,13.351,15.119,11.56,17.14,13.36,13.233,15.48,12.411,12.681,13.878
11.852,8.0933,0,10.45,10.148,10.643,12.957,8.6154,12.465,16.61,10.517,10.001,10.479,11.477,10.397,12.213,10.704,11.065,11.105,10.318,10.047,12.112,11.263,9.9261,11.253,10.844,10.897,10.256,8.629,10.372,12.046,16.289,12.815,11.427,11.57,12.433,11.847,19.325,10.836,10.353,9.3296,10.836,9.7243,12.068,13.927,13.12,13.863,16.792,14.489,13.132,14.996,12.758,13.65,12.33
11.621,7.7071,10.45,0,11.62,10.758,11.106,11.174,13.573,17.615,10.216,12.248,13.246,9.3947,10.759,9.8656,12.206,13.453,12.989,12.199,11.671,14.242,11.204,9.4071,13.527,12.919,12.94,8.7724,8.8514,7.1209,12.152,16.809,14.265,10.878,12.653,13.638,12.281,17.395,10.352,11.739,11.477,13.159,11.307,14.174,13.813,15.307,12.581,16.522,13.274,14.346,14.424,11.805,12.971,14.429
10.175,10.666,10.148,11.62,0,15.766,13.002,11.155,11.443,14.367,12.626,9.9554,13.641,13.028,12.073,12.768,11.472,14.293,17.483,12.055,10.574,14.863,14.97,12.538,12.433,17.659,16.817,10.249,11.373,11.224,12.182,16.371,13.982,10.846,12.589,13.229,12.088,16.603,10.385,12.072,16.269,14.993,12.961,12.548,12.25,15.047,14.063,17.799,14.661,12.9,14.549,11.831,14.729,12.885
12.135,11.175,10.643,10.758,15.766,0,11.121,7.7998,12.357,16.745,8.803,12.642,11.013,9.34,8.9378,8.4196,10.693,9.6229,8.3108,9.8577,10.447,9.4704,10.263,8.9655,11.546,10.09,7.5905,10.294,8.2326,9.0704,10.752,16.248,12.726,10.417,10.645,11.735,11.054,15.421,9.4842,12.426,8.7924,11.112,11.363,11.703,15.094,13.673,10.601,17.766,10.956,12.184,13.733,11.632,10.358,13.476
10.011,11.649,12.957,11.106,13.002,11.121,0,9.7739,11.548,15.964,11.301,11.275,13.976,9.897,8.763,9.4618,12.318,12.521,11.38,11.544,11.094,12.094,10.007,11.197,12.412,9.8206,12.731,11.462,8.7538,10.389,10.089,15.832,13.792,11.567,11.387,12.97,11.502,15.041,11.41,12.157,12.042,12.438,10.523,13.527,13.658,14.825,13.109,16.3,12.516,12.769,14.78,12.466,11.994,12.822
9.4426,9.3153,8.6154,11.174,11.155,7.7998,9.7739,0,9.7455,13.166,9.7848,10.31,10.075,8.9256,7.9213,9.0956,9.7494,9.4522,8.332,9.784,9.3833,8.8795,11.559,9.0935,9.3918,10.294,9.271,8.9075,5.9941,8.3841,10.964,15.93,10.89,9.3338,10.597,11.013,10.735,17.239,10.494,11.391,8.7789,8.8763,10.074,9.7554,12.81,12.262,10.992,14.651,11.207,10.768,12.169,10.609,10.896,12.253
11.239,11.761,12.465,13.573,11.443,12.357,11.548,9.7455,0,11.149,13.097,12.296,16.507,13.691,12.757,12.87,16.046,15.336,20.359,11.767,11.385,14.321,13.336,15.868,14.159,17.552,15.737,12.304,13.029,15.888,12.718,17.72,11.274,11.881,10.694,12.515,10.469,13.804,20.895,13.743,17.525,18.987,19.928,15.973,9.0632,13.263,17.085,14.261,13.644,10.618,11.292,12.226,14.636,12.201
16.784,17.975,16.61,17.615,14.367,16.745,15.964,13.166,11.149,0,19.623,17.174,19.525,20.478,19.994,17.958,19.295,19.543,18.828,17.505,16.647,18.197,22.562,21.398,19.012,20.517,19.021,19.93,19.435,21.103,16.956,20.358,11.482,15.106,16.192,16.509,12.008,17.562,20.782,22.04,21.528,22.075,22.239,19.544,11.746,12.409,21.028,14.628,16.683,11.122,13.399,13.989,18.976,9.8945
